trial_number,response,answer,ACCURACY,gesture_presence,self-talk_presence,gesture_axis,ITEM_CODE,LIST,SUBJ,SPATIAL_FIRST,item_axis,DIFFICULTY_with_invalid,difficulty_indicator_without_invalid,correct_deSoto,correct_deSoto_without_invalid,trial_type,validity,comments,File,Begin Time - msec,Begin Time - PAL,End Time - msec,End Time - PAL,Duration - msec,Duration - PAL,GESTURE_PRESENT,SPATIAL_TRIAL,VERTICAL_TRIAL,deSoto_difficulty
3,"""can't tell""","""can't tell""",1,yes,no,sagittal,020,1,16,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_16_2018-03-09_40-L1.eaf,40940,00:00:40:23,54964,00:00:54:24,14024,00:00:14:00,1,1,1,NA
3,"""can't tell""","""can't tell""",1,yes,no,vertical,020,2,17,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_17_2018-03-10_40-L2.eaf,37056,00:00:37:01,51070,00:00:51:01,14014,00:00:14:00,1,1,1,NA
3,"""can't tell""","""can't tell""",1,no,NA,NA,020,2,24,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_24_2018-03-11_40-L2.eaf,39150,00:00:39:03,53096,00:00:53:02,13946,00:00:13:23,0,1,1,NA
3,"""can't tell""","""can't tell""",1,yes,NA,vertical,020,2,31,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_31_2018-03-30_40-L2.eaf,37553,00:00:37:13,51415,00:00:51:10,13862,00:00:13:21,1,1,1,NA
3,"""can't tell""","""can't tell""",1,no,NA,NA,030,7,22,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,34540,00:00:34:13,48580,00:00:48:14,14040,00:00:14:01,0,0,0,NA
3,"""can't tell""","""can't tell""",1,no,NA,NA,030,7,29,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,36421,00:00:36:10,50468,00:00:50:11,14047,00:00:14:01,0,0,0,NA
3,"""can't tell""","""can't tell""",1,no,NA,NA,030,8,30,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,36999,00:00:36:24,50538,00:00:50:13,13539,00:00:13:13,0,0,0,NA
3,"""can't tell""","""can't tell""",1,no,NA,NA,030,7,36,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,41000,00:00:41:00,54818,00:00:54:20,13818,00:00:13:20,0,0,0,NA
3,"""can't tell""","""can't tell""",1,yes,yes,lateral,040,5,20,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,32511,00:00:32:12,46542,00:00:46:13,14031,00:00:14:00,1,1,0,NA
3,"""can't tell""","""can't tell""",1,yes,NA,lateral,040,5,27,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,38275,00:00:38:06,52085,00:00:52:02,13810,00:00:13:20,1,1,0,NA
3,"""can't tell""","""can't tell""",1,yes,NA,lateral,040,6,28,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,36167,00:00:36:04,49814,00:00:49:20,13647,00:00:13:16,1,1,0,NA
4,"""no""","""no""",1,no,no,NA,006,3,18,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,49191,00:00:49:04,63264,00:01:03:06,14073,00:00:14:01,0,0,1,EASIEST
4,"""no""","""no""",1,yes,NA,lateral,006,3,25,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,51958,00:00:51:23,65878,00:01:05:21,13920,00:00:13:23,1,0,1,EASIEST
4,"""no""","""no""",1,yes,NA,other/unclear,006,3,32,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,51366,00:00:51:09,65248,00:01:05:06,13882,00:00:13:22,1,0,1,EASIEST
4,"""no""","""no""",1,no,no,NA,016,1,14,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,54833,00:00:54:20,68849,00:01:08:21,14016,00:00:14:00,0,1,1,EASIEST
4,"""no""","""no""",1,no,no,NA,016,1,15,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,55756,00:00:55:18,69648,00:01:09:16,13892,00:00:13:22,0,1,1,EASIEST
4,"""no""","""no""",1,no,no,NA,016,1,16,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,55027,00:00:55:00,69027,00:01:09:00,14000,00:00:14:00,0,1,1,EASIEST
4,"""no""","""no""",1,no,NA,NA,026,7,22,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,48720,00:00:48:18,62680,00:01:02:17,13960,00:00:13:24,0,0,0,EASIEST
4,"""no""","""no""",1,no,NA,NA,026,7,29,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,50629,00:00:50:15,64343,00:01:04:08,13714,00:00:13:17,0,0,0,EASIEST
4,"""no""","""no""",1,no,NA,NA,026,7,36,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,54909,00:00:54:22,68818,00:01:08:20,13909,00:00:13:22,0,0,0,EASIEST
4,"""no""","""no""",1,no,yes,NA,036,5,20,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,46615,00:00:46:15,60645,00:01:00:16,14030,00:00:14:00,0,1,0,EASIEST
4,"""no""","""no""",1,yes,NA,lateral,036,5,27,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,52266,00:00:52:06,66076,00:01:06:01,13810,00:00:13:20,1,1,0,EASIEST
4,"""no""","""no""",1,yes,NA,lateral,036,5,34,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,48380,00:00:48:09,62237,00:01:02:05,13857,00:00:13:21,1,1,0,EASIEST
4,"""no""","""no""",1,no,no,NA,008,4,19,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,50171,00:00:50:04,64238,00:01:04:05,14067,00:00:14:01,0,0,1,HARD
4,"""no""","""no""",1,no,NA,NA,008,4,26,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,52192,00:00:52:04,66133,00:01:06:03,13941,00:00:13:23,0,0,1,HARD
4,"""no""","""no""",1,no,NA,NA,008,4,33,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,52280,00:00:52:07,66160,00:01:06:04,13880,00:00:13:22,0,0,1,HARD
4,"""no""","""no""",1,yes,no,vertical,018,2,17,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_17_2018-03-10_40-L2.eaf,51128,00:00:51:03,65214,00:01:05:05,14086,00:00:14:02,1,1,1,HARD
4,"""no""","""no""",1,no,NA,NA,028,8,30,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,50762,00:00:50:19,64685,00:01:04:17,13923,00:00:13:23,0,0,0,HARD
4,"""no""","""no""",1,yes,NA,lateral,038,6,35,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,51399,00:00:51:09,65351,00:01:05:08,13952,00:00:13:23,1,1,0,HARD
5,"""no""","""no""",1,no,no,NA,007,4,19,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,64295,00:01:04:07,78361,00:01:18:09,14066,00:00:14:01,0,0,1,EASY
5,"""no""","""no""",1,no,NA,NA,007,4,26,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,66392,00:01:06:09,80098,00:01:20:02,13706,00:00:13:17,0,0,1,EASY
5,"""no""","""no""",1,no,NA,NA,007,4,33,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,66360,00:01:06:09,80240,00:01:20:06,13880,00:00:13:22,0,0,1,EASY
5,"""no""","""no""",1,yes,no,vertical,017,2,17,1,vertical,EASY,0,60.5,60.5,spatial,valid,self-talk unclear;  glanced at cam,CGChains_17_2018-03-10_40-L2.eaf,65285,00:01:05:07,79371,00:01:19:09,14086,00:00:14:02,1,1,1,EASY
5,"""no""","""no""",1,yes,NA,vertical,017,2,24,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,67294,00:01:07:07,81259,00:01:21:06,13965,00:00:13:24,1,1,1,EASY
5,"""no""","""no""",1,no,NA,NA,027,8,30,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,64946,00:01:04:23,78638,00:01:18:15,13692,00:00:13:17,0,0,0,EASY
5,"""no""","""no""",1,yes,yes,lateral,037,6,21,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,66280,00:01:06:07,80311,00:01:20:07,14031,00:00:14:00,1,1,0,EASY
5,"""no""","""no""",1,yes,NA,lateral,037,6,28,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,64210,00:01:04:05,78034,00:01:18:00,13824,00:00:13:20,1,1,0,EASY
5,"""no""","""no""",1,yes,NA,lateral,037,6,35,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,65518,00:01:05:12,79422,00:01:19:10,13904,00:00:13:22,1,1,0,EASY
5,"""no""","""no""",1,no,no,NA,009,3,18,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,63306,00:01:03:07,77294,00:01:17:07,13988,00:00:13:24,0,0,1,HARDEST
5,"""no""","""no""",1,yes,NA,lateral,009,3,25,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,65998,00:01:05:24,79918,00:01:19:22,13920,00:00:13:23,1,0,1,HARDEST
5,"""no""","""no""",1,no,no,NA,019,1,14,1,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,68935,00:01:08:23,82922,00:01:22:23,13987,00:00:13:24,0,1,1,HARDEST
5,"""no""","""no""",1,no,NA,NA,029,7,22,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,62820,00:01:02:20,76780,00:01:16:19,13960,00:00:13:24,0,0,0,HARDEST
5,"""no""","""no""",1,no,NA,NA,029,7,29,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,64575,00:01:04:14,78480,00:01:18:12,13905,00:00:13:22,0,0,0,HARDEST
5,"""no""","""no""",1,no,NA,NA,029,7,36,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,69135,00:01:09:03,83044,00:01:23:01,13909,00:00:13:22,0,0,0,HARDEST
5,"""no""","""no""",1,yes,yes,lateral,039,5,20,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,60778,00:01:00:19,74839,00:01:14:20,14061,00:00:14:01,1,1,0,HARDEST
5,"""no""","""no""",1,yes,NA,lateral,039,5,27,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,66261,00:01:06:06,80213,00:01:20:05,13952,00:00:13:23,1,1,0,HARDEST
5,"""no""","""no""",1,yes,NA,lateral,039,5,34,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,62355,00:01:02:08,76260,00:01:16:06,13905,00:00:13:22,1,1,0,HARDEST
6,"""yes""","""yes""",1,no,no,NA,002,4,19,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,78436,00:01:18:10,92436,00:01:32:10,14000,00:00:14:00,0,0,1,EASIEST
6,"""yes""","""yes""",1,no,NA,NA,002,4,26,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,80294,00:01:20:07,94117,00:01:34:02,13823,00:00:13:20,0,0,1,EASIEST
6,"""yes""","""yes""",1,no,NA,NA,002,4,33,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,80440,00:01:20:11,94280,00:01:34:07,13840,00:00:13:21,0,0,1,EASIEST
6,"""yes""","""yes""",1,yes,no,vertical,012,2,17,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_17_2018-03-10_40-L2.eaf,79413,00:01:19:10,93513,00:01:33:12,14100,00:00:14:02,1,1,1,EASIEST
6,"""yes""","""yes""",1,yes,NA,vertical,012,2,24,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,81348,00:01:21:08,95451,00:01:35:11,14103,00:00:14:02,1,1,1,EASIEST
6,"""yes""","""yes""",1,yes,NA,vertical,012,2,31,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,79630,00:01:19:15,93527,00:01:33:13,13897,00:00:13:22,1,1,1,EASIEST
6,"""yes""","""yes""",1,no,NA,NA,022,8,30,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,78935,00:01:18:23,92858,00:01:32:21,13923,00:00:13:23,0,0,0,EASIEST
6,"""yes""","""yes""",1,yes,NA,lateral,022,8,37,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,81807,00:01:21:20,95759,00:01:35:18,13952,00:00:13:23,1,0,0,EASIEST
6,"""yes""","""yes""",1,yes,yes,lateral,032,6,21,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,80415,00:01:20:10,94384,00:01:34:09,13969,00:00:13:24,1,1,0,EASIEST
6,"""yes""","""yes""",1,yes,NA,lateral,032,6,28,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,78291,00:01:18:07,92114,00:01:32:02,13823,00:00:13:20,1,1,0,EASIEST
6,"""yes""","""yes""",1,yes,NA,lateral,032,6,35,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,79565,00:01:19:14,93517,00:01:33:12,13952,00:00:13:23,1,1,0,EASIEST
6,"""yes""","""yes""",1,no,no,NA,004,3,18,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,77379,00:01:17:09,91477,00:01:31:11,14098,00:00:14:02,0,0,1,HARD
6,"""yes""","""yes""",1,yes,NA,lateral,004,3,25,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,80078,00:01:20:01,93878,00:01:33:21,13800,00:00:13:20,1,0,1,HARD
6,"""yes""","""yes""",1,no,no,NA,014,1,14,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,82981,00:01:22:24,96994,00:01:36:24,14013,00:00:14:00,0,1,1,HARD
6,"""yes""","""yes""",1,no,no,NA,014,1,16,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,83316,00:01:23:07,97242,00:01:37:06,13926,00:00:13:23,0,1,1,HARD
6,"""yes""","""yes""",1,no,NA,NA,024,7,22,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,76840,00:01:16:21,90800,00:01:30:20,13960,00:00:13:24,0,0,0,HARD
6,"""yes""","""yes""",1,no,NA,NA,024,7,29,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,78717,00:01:18:17,92574,00:01:32:14,13857,00:00:13:21,0,0,0,HARD
6,"""yes""","""yes""",1,no,NA,NA,024,7,36,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,83270,00:01:23:06,97270,00:01:37:06,14000,00:00:14:00,0,0,0,HARD
6,"""yes""","""yes""",1,yes,yes,lateral,034,5,20,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,74897,00:01:14:22,88927,00:01:28:23,14030,00:00:14:00,1,1,0,HARD
6,"""yes""","""yes""",1,yes,NA,lateral,034,5,27,1,horizonal,HARD,1,41.5,41.5,spatial,valid,example of moving findings in place (reinforcing location),CGChains_27_2018-03-14_40-L5.eaf,80420,00:01:20:10,94182,00:01:34:04,13762,00:00:13:19,1,1,0,HARD
7,"""no""","""no""",1,no,no,NA,007,3,18,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,91566,00:01:31:14,105603,00:01:45:15,14037,00:00:14:00,0,0,1,EASY
7,"""no""","""no""",1,yes,NA,lateral,007,3,25,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,94058,00:01:34:01,107898,00:01:47:22,13840,00:00:13:21,1,0,1,EASY
7,"""no""","""no""",1,yes,no,lateral,017,1,15,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,98053,00:01:38:01,112080,00:01:52:02,14027,00:00:14:00,1,1,1,EASY
7,"""no""","""no""",1,no,no,NA,017,1,16,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,97317,00:01:37:07,111366,00:01:51:09,14049,00:00:14:01,0,1,1,EASY
7,"""no""","""no""",1,no,NA,NA,027,7,22,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,90980,00:01:30:24,104980,00:01:44:24,14000,00:00:14:00,0,0,0,EASY
7,"""no""","""no""",1,no,NA,NA,027,7,29,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,92734,00:01:32:18,106591,00:01:46:14,13857,00:00:13:21,0,0,0,EASY
7,"""no""","""no""",1,no,NA,NA,027,7,36,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,97542,00:01:37:13,111088,00:01:51:02,13546,00:00:13:13,0,0,0,EASY
7,"""no""","""no""",1,yes,yes,lateral,037,5,20,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,89001,00:01:29:00,103001,00:01:43:00,14000,00:00:14:00,1,1,0,EASY
7,"""no""","""no""",1,no,no,NA,009,4,19,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,92506,00:01:32:12,106573,00:01:46:14,14067,00:00:14:01,0,0,1,HARDEST
7,"""no""","""no""",1,no,NA,NA,009,4,26,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,94313,00:01:34:07,108195,00:01:48:04,13882,00:00:13:22,0,0,1,HARDEST
7,"""no""","""no""",1,no,no,NA,019,2,17,1,vertical,HARD,1,38.3,38.3,spatial,valid,self-talk unclear; glaced at cam,CGChains_17_2018-03-10_40-L2.eaf,93556,00:01:33:13,107670,00:01:47:16,14114,00:00:14:02,0,1,1,HARDEST
7,"""no""","""no""",1,yes,NA,vertical,019,2,24,1,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,95580,00:01:35:14,109511,00:01:49:12,13931,00:00:13:23,1,1,1,HARDEST
7,"""no""","""no""",1,yes,NA,other/unclear,019,2,31,1,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,93658,00:01:33:16,107589,00:01:47:14,13931,00:00:13:23,1,1,1,HARDEST
7,"""no""","""no""",1,yes,NA,lateral,029,8,23,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,95595,00:01:35:14,109595,00:01:49:14,14000,00:00:14:00,1,0,0,HARDEST
7,"""no""","""no""",1,no,NA,NA,029,8,30,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,93120,00:01:33:03,106812,00:01:46:20,13692,00:00:13:17,0,0,0,HARDEST
7,"""no""","""no""",1,yes,NA,other/unclear,029,8,37,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,95878,00:01:35:21,109783,00:01:49:19,13905,00:00:13:22,1,0,0,HARDEST
7,"""no""","""no""",1,yes,yes,lateral,039,6,21,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,94488,00:01:34:12,108549,00:01:48:13,14061,00:00:14:01,1,1,0,HARDEST
7,"""no""","""no""",1,yes,NA,lateral,039,6,28,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,92254,00:01:32:06,106254,00:01:46:06,14000,00:00:14:00,1,1,0,HARDEST
7,"""no""","""no""",1,yes,NA,lateral,039,6,35,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,93636,00:01:33:15,107541,00:01:47:13,13905,00:00:13:22,1,1,0,HARDEST
8,"""can't tell""","""can't tell""",1,no,no,NA,001,3,18,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_18_2018-03-10_40-L3.eaf,105703,00:01:45:17,119727,00:01:59:18,14024,00:00:14:00,0,0,1,NA
8,"""can't tell""","""can't tell""",1,no,no,NA,001,4,19,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_19_2018-03-10_40-L4.eaf,106631,00:01:46:15,120653,00:02:00:16,14022,00:00:14:00,0,0,1,NA
8,"""can't tell""","""can't tell""",1,yes,NA,lateral,001,3,25,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_25_2018-03-13_40-L3.eaf,108058,00:01:48:01,121898,00:02:01:22,13840,00:00:13:21,1,0,1,NA
8,"""can't tell""","""can't tell""",1,no,NA,NA,001,4,26,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,108423,00:01:48:10,122305,00:02:02:07,13882,00:00:13:22,0,0,1,NA
8,"""can't tell""","""can't tell""",1,no,NA,NA,001,4,33,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_33_2018-04-02_40-L4.eaf,108520,00:01:48:13,122400,00:02:02:10,13880,00:00:13:22,0,0,1,NA
8,"""can't tell""","""can't tell""",1,no,no,NA,011,1,15,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,NA,CGChains_15_2018-03-09_40-L1.eaf,112188,00:01:52:04,126242,00:02:06:06,14054,00:00:14:01,0,1,1,NA
8,"""can't tell""","""can't tell""",1,yes,no,vertical,011,2,17,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,unsure re self-talk,CGChains_17_2018-03-10_40-L2.eaf,107727,00:01:47:18,121742,00:02:01:18,14015,00:00:14:00,1,1,1,NA
8,"""can't tell""","""can't tell""",1,yes,NA,vertical,011,2,24,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,high cam awareness,CGChains_24_2018-03-11_40-L2.eaf,109592,00:01:49:14,123454,00:02:03:11,13862,00:00:13:21,1,1,1,NA
8,"""can't tell""","""can't tell""",1,yes,NA,vertical,011,2,31,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,NA,CGChains_31_2018-03-30_40-L2.eaf,107693,00:01:47:17,121555,00:02:01:13,13862,00:00:13:21,1,1,1,NA
8,"""can't tell""","""can't tell""",1,yes,NA,lateral,021,7,22,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_22_2018-03-10_40-L7.eaf,105140,00:01:45:03,119020,00:01:59:00,13880,00:00:13:22,1,0,0,NA
8,"""can't tell""","""can't tell""",1,yes,NA,lateral,021,8,23,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,switched to different gestures,CGChains_23_2018-03-11_40-L8.eaf,109681,00:01:49:17,123729,00:02:03:18,14048,00:00:14:01,1,0,0,NA
8,"""can't tell""","""can't tell""",1,no,NA,NA,021,7,29,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_29_2018-03-29_40-L7.eaf,106801,00:01:46:20,120658,00:02:00:16,13857,00:00:13:21,0,0,0,NA
8,"""can't tell""","""can't tell""",1,no,NA,NA,021,8,30,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_30_2018-03-30_40-L8.eaf,107273,00:01:47:06,120812,00:02:00:20,13539,00:00:13:13,0,0,0,NA
8,"""can't tell""","""can't tell""",1,no,NA,NA,021,7,36,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,tiny gesture.,CGChains_36_2018-04-05_40-L7.eaf,111406,00:01:51:10,125133,00:02:05:03,13727,00:00:13:18,0,0,0,NA
8,"""can't tell""","""can't tell""",1,no,no,NA,031,6,21,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,108607,00:01:48:15,122668,00:02:02:16,14061,00:00:14:01,0,1,0,NA
8,"""can't tell""","""can't tell""",1,yes,NA,lateral,031,6,28,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,"followed by ""I don't know"" ...usually recording last answer so should I have instead changed this response to ""no response""?",CGChains_28_2018-03-29_40-L6.eaf,106481,00:01:46:12,120187,00:02:00:04,13706,00:00:13:17,1,1,0,NA
9,"""yes""","""yes""",1,no,no,NA,003,3,18,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,119782,00:01:59:19,133807,00:02:13:20,14025,00:00:14:00,0,0,1,EASY
9,"""yes""","""yes""",1,yes,NA,other/unclear,003,3,32,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,121705,00:02:01:17,135528,00:02:15:13,13823,00:00:13:20,1,0,1,EASY
9,"""yes""","""yes""",1,no,no,NA,013,1,14,1,vertical,EASY,0,60.5,60.5,spatial,valid,"as with all other problems so far, hand movements appear to be fidgets, but there may be hints of gesture among the fidgets.",CGChains_14_2018-03-09_40-L1.eaf,125219,00:02:05:05,139283,00:02:19:07,14064,00:00:14:01,0,1,1,EASY
