trial_number,response,answer,ACCURACY,gesture_presence,self-talk_presence,gesture_axis,ITEM_CODE,LIST,SUBJ,SPATIAL_FIRST,item_axis,DIFFICULTY_with_invalid,difficulty_indicator_without_invalid,correct_deSoto,correct_deSoto_without_invalid,trial_type,validity,comments,File,Begin Time - msec,Begin Time - PAL,End Time - msec,End Time - PAL,Duration - msec,Duration - PAL,GESTURE_PRESENT,SPATIAL_TRIAL,VERTICAL_TRIAL,deSoto_difficulty
18,"""no""","""can't tell""",0,yes,NA,lateral,031,2,24,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,interesting hand rotation at the end making axis not quite as clear,CGChains_24_2018-03-11_40-L2.eaf,255887,00:04:15:22,269887,00:04:29:22,14000,00:00:14:00,1,1,0,NA
18,"""no""","""can't tell""",0,yes,NA,lateral,031,2,31,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,253146,00:04:13:03,267112,00:04:27:02,13966,00:00:13:24,1,1,0,NA
19,"""can't tell""","""yes""",0,yes,NA,lateral,023,3,32,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,267069,00:04:27:01,280952,00:04:40:23,13883,00:00:13:22,1,0,0,EASY
19,"""can't tell""","""yes""",0,no,NA,NA,025,4,33,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,268058,00:04:28:01,281940,00:04:41:23,13882,00:00:13:22,0,0,0,HARDEST
20,"""can't tell""","""yes""",0,no,no,NA,023,4,19,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,280976,00:04:40:24,294020,00:04:54:00,13044,00:00:13:01,0,0,0,EASY
20,"""no""","""yes""",0,no,no,NA,035,1,15,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,286512,00:04:46:12,300512,00:05:00:12,14000,00:00:14:00,0,1,0,HARDEST
21,"""can't tell""","""yes""",0,yes,NA,lateral,024,6,28,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,364291,00:06:04:07,378291,00:06:18:07,14000,00:00:14:00,1,0,0,HARD
21,"""no""","""yes""",0,yes,NA,lateral,024,6,35,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,337868,00:05:37:21,351725,00:05:51:18,13857,00:00:13:21,1,0,0,HARD
22,"""yes""","""no""",0,no,NA,NA,008,1,15,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,373080,00:06:13:02,387134,00:06:27:03,14054,00:00:14:01,0,0,1,HARD
22,"""yes""","""no""",0,no,NA,NA,038,7,29,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,352356,00:05:52:08,366261,00:06:06:06,13905,00:00:13:22,0,1,0,HARD
22,no response,"""no""",0,yes,NA,lateral,038,7,36,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,356340,00:05:56:08,369977,00:06:09:24,13637,00:00:13:15,1,1,0,HARD
23,"""no""","""can't tell""",0,no,no,NA,010,1,16,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_16_2018-03-09_40-L1.eaf,438701,00:07:18:17,452750,00:07:32:18,14049,00:00:14:01,0,0,1,NA
23,"""no""","""can't tell""",0,no,no,NA,010,2,17,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_17_2018-03-10_40-L2.eaf,379805,00:06:19:20,393918,00:06:33:22,14113,00:00:14:02,0,0,1,NA
23,"""yes""","""can't tell""",0,no,NA,NA,040,7,22,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,374322,00:06:14:08,388557,00:06:28:13,14235,00:00:14:05,0,1,0,NA
23,"""no""","""can't tell""",0,no,NA,NA,040,7,36,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,370339,00:06:10:08,384158,00:06:24:03,13819,00:00:13:20,0,1,0,NA
24,no response,"""no""",0,yes,NA,lateral,028,6,28,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,"kept trying, but don't think there was a response",CGChains_28_2018-03-29_40-L6.eaf,406425,00:06:46:10,420130,00:07:00:03,13705,00:00:13:17,1,0,0,HARD
24,"""yes""","""no""",0,yes,NA,lateral,038,8,37,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,409932,00:06:49:23,423855,00:07:03:21,13923,00:00:13:23,1,1,0,HARD
25,"""can't tell""","""no""",0,no,no,NA,017,4,19,0,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,405555,00:06:45:13,419507,00:06:59:12,13952,00:00:13:23,0,1,1,EASY
25,"""yes""","""no""",0,no,yes,NA,027,6,21,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,405983,00:06:45:24,420017,00:07:00:00,14034,00:00:14:00,0,0,0,EASY
25,"""can't tell""","""no""",0,yes,NA,other/unclear,037,8,30,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,416892,00:06:56:22,430892,00:07:10:22,14000,00:00:14:00,1,1,0,EASY
25,"""can't tell""","""no""",0,yes,NA,lateral,037,8,37,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,424200,00:07:04:05,437970,00:07:17:24,13770,00:00:13:19,1,1,0,EASY
26,"""can't tell""","""yes""",0,yes,NA,lateral,024,5,27,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,445686,00:07:25:17,459686,00:07:39:17,14000,00:00:14:00,1,0,0,HARD
27,"""can't tell""","""no""",0,yes,NA,other/unclear,017,3,32,0,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,461007,00:07:41:00,474831,00:07:54:20,13824,00:00:13:20,1,1,1,EASY
27,"""can't tell""","""no""",0,yes,NA,lateral,027,5,27,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,459915,00:07:39:22,473562,00:07:53:14,13647,00:00:13:16,1,0,0,EASY
27,"""can't tell""","""no""",0,no,NA,NA,027,5,34,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,427863,00:07:07:21,441709,00:07:21:17,13846,00:00:13:21,0,0,0,EASY
27,"""can't tell""","""no""",0,yes,NA,lateral,039,8,23,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,457972,00:07:37:24,472083,00:07:52:02,14111,00:00:14:02,1,1,0,HARDEST
28,"""no""","""can't tell""",0,yes,NA,vertical,001,2,31,1,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_31_2018-03-30_40-L2.eaf,458480,00:07:38:12,472245,00:07:52:06,13765,00:00:13:19,1,0,1,NA
28,"""no""","""can't tell""",0,no,NA,NA,011,4,26,0,vertical,NA_E,NA,61.8,NA,spatial,INVALID,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,452538,00:07:32:13,466362,00:07:46:09,13824,00:00:13:20,0,1,1,NA
28,"""no""","""can't tell""",0,yes,NA,other/unclear,011,3,32,0,vertical,NA_E,NA,61.8,NA,spatial,INVALID,NA,CGChains_32_2018-04-02_40-L3.eaf,475091,00:07:55:02,489033,00:08:09:00,13942,00:00:13:23,1,1,1,NA
28,"""yes""","""can't tell""",0,yes,NA,lateral,021,5,27,1,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_27_2018-03-14_40-L5.eaf,473730,00:07:53:18,487553,00:08:07:13,13823,00:00:13:20,1,0,0,NA
28,"""no""","""can't tell""",0,yes,NA,lateral,031,8,23,0,horizonal,NA_E,NA,61.8,NA,spatial,valid,changed answer; interesting delay,CGChains_23_2018-03-11_40-L8.eaf,472247,00:07:52:06,485358,00:08:05:08,13111,00:00:13:02,1,1,0,NA
28,"""yes""","""can't tell""",0,yes,NA,lateral,031,8,37,0,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,466238,00:07:46:05,480161,00:08:00:04,13923,00:00:13:23,1,1,0,NA
29,"""can't tell""","""yes""",0,yes,NA,lateral,023,5,27,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,487869,00:08:07:21,501751,00:08:21:18,13882,00:00:13:22,1,0,0,EASY
29,no response,"""yes""",0,yes,NA,lateral,025,6,28,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,"""forgot what the question was""",CGChains_28_2018-03-29_40-L6.eaf,476500,00:07:56:12,490735,00:08:10:18,14235,00:00:14:05,1,0,0,HARDEST
29,"""can't tell""","""yes""",0,yes,NA,lateral,035,8,23,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,485745,00:08:05:18,500189,00:08:20:04,14444,00:00:14:11,1,1,0,HARDEST
29,"""no""","""yes""",0,yes,NA,lateral,035,8,37,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,480429,00:08:00:10,494199,00:08:14:04,13770,00:00:13:19,1,1,0,HARDEST
30,"""can't tell""","""yes""",0,yes,NA,other/unclear,033,8,30,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,487202,00:08:07:05,500818,00:08:20:20,13616,00:00:13:15,1,1,0,EASY
31,"""can't tell""","""yes""",0,no,no,NA,022,1,15,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,505161,00:08:25:04,519161,00:08:39:04,14000,00:00:14:00,0,0,0,EASIEST
31,no response,"""yes""",0,no,no,NA,032,3,18,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,515221,00:08:35:05,529234,00:08:49:05,14013,00:00:14:00,0,1,0,EASIEST
31,no response,"""yes""",0,yes,NA,lateral,004,6,28,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,"said ""I think so"" ...visibly confused using lateral axis (carried over from previous block)",CGChains_28_2018-03-29_40-L6.eaf,509717,00:08:29:17,523659,00:08:43:16,13942,00:00:13:23,1,0,1,HARD
31,"""can't tell""","""yes""",0,yes,NA,vertical,014,8,23,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,519576,00:08:39:14,533243,00:08:53:06,13667,00:00:13:16,1,1,1,HARD
31,"""can't tell""","""yes""",0,yes,NA,vertical,024,2,24,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,"""lexical ordering now?"" like previous set, he turns hand after a vertical placement, almost like switching axis",CGChains_24_2018-03-11_40-L2.eaf,508724,00:08:28:18,523647,00:08:43:16,14923,00:00:14:23,1,0,0,HARD
31,"""can't tell""","""yes""",0,no,no,NA,034,4,19,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,495261,00:08:15:06,509502,00:08:29:12,14241,00:00:14:06,0,1,0,HARD
31,"""can't tell""","""yes""",0,yes,NA,lateral,034,4,33,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,487411,00:08:07:10,501175,00:08:21:04,13764,00:00:13:19,1,1,0,HARD
32,"""yes""","""no""",0,yes,NA,lateral,026,2,31,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,519620,00:08:39:15,533444,00:08:53:11,13824,00:00:13:20,1,0,0,EASIEST
32,"""can't tell""","""no""",0,yes,NA,lateral,036,4,33,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,501293,00:08:21:07,515234,00:08:35:05,13941,00:00:13:23,1,1,0,EASIEST
32,no response,"""no""",0,no,no,NA,038,3,18,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,529295,00:08:49:07,543369,00:09:03:09,14074,00:00:14:01,0,1,0,HARD
32,"""can't tell""","""no""",0,yes,NA,lateral,038,3,32,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,536195,00:08:56:04,550254,00:09:10:06,14059,00:00:14:01,1,1,0,HARD
33,"""no""","""can't tell""",0,yes,NA,vertical,020,8,37,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_37_2018-04-05_40-L8.eaf,541620,00:09:01:15,555390,00:09:15:09,13770,00:00:13:19,1,1,1,NA
33,"""no""","""can't tell""",0,no,no,NA,030,1,14,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,572452,00:09:32:11,586526,00:09:46:13,14074,00:00:14:01,0,0,0,NA
33,no response,"""can't tell""",0,no,no,NA,030,1,16,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,584833,00:09:44:20,598857,00:09:58:21,14024,00:00:14:00,0,0,0,NA
33,"""no""","""can't tell""",0,yes,NA,lateral,030,2,31,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,533701,00:08:53:17,547642,00:09:07:16,13941,00:00:13:23,1,0,0,NA
33,"""yes""","""can't tell""",0,no,no,NA,040,3,18,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,543431,00:09:03:10,557517,00:09:17:12,14086,00:00:14:02,0,1,0,NA
33,"""yes""","""can't tell""",0,yes,no,other/unclear,040,4,19,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,523497,00:08:43:12,537497,00:08:57:12,14000,00:00:14:00,1,1,0,NA
33,NA,"""can't tell""",0,no,NA,NA,040,4,26,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,"""not sure""; occluded hand",CGChains_26_2018-03-13_40-L4.eaf,527939,00:08:47:23,541468,00:09:01:11,13529,00:00:13:13,0,1,0,NA
33,"""no""","""can't tell""",0,yes,NA,lateral,040,3,32,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,550458,00:09:10:11,564105,00:09:24:02,13647,00:00:13:16,1,1,0,NA
33,"""yes""","""can't tell""",0,no,NA,NA,040,4,33,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,515411,00:08:35:10,529293,00:08:49:07,13882,00:00:13:22,0,1,0,NA
34,"""yes""","""no""",0,yes,NA,vertical,008,6,28,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,"no response recorded but subj built up 3-terms (""Ella is the worst, Tara is the best"" is correct) then showed uncertainty about it; correct response recorded though not stated in proper format",CGChains_28_2018-03-29_40-L6.eaf,552047,00:09:12:01,565636,00:09:25:15,13589,00:00:13:14,1,0,1,HARD
34,"""yes""","""no""",0,yes,NA,lateral,028,2,31,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,547778,00:09:07:19,561778,00:09:21:19,14000,00:00:14:00,1,0,0,HARD
34,"""yes""","""no""",0,no,no,NA,038,4,19,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,537636,00:08:57:15,551636,00:09:11:15,14000,00:00:14:00,0,1,0,HARD
34,"""yes""","""no""",0,no,NA,NA,038,4,33,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,529470,00:08:49:11,543470,00:09:03:11,14000,00:00:14:00,0,1,0,HARD
35,"""yes""","""no""",0,yes,NA,vertical,007,6,28,1,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,565776,00:09:25:19,579717,00:09:39:17,13941,00:00:13:23,1,0,1,EASY
35,"""yes""","""no""",0,yes,NA,sagittal,027,2,24,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,565094,00:09:25:02,579094,00:09:39:02,14000,00:00:14:00,1,0,0,EASY
35,"""yes""","""no""",0,yes,NA,lateral,027,2,31,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,561999,00:09:21:24,575842,00:09:35:21,13843,00:00:13:21,1,0,0,EASY
35,"""can't tell""","""no""",0,no,no,NA,037,4,19,0,horizonal,EASY,0,60.5,60.5,spatial,valid,potentially a gesture (not coded),CGChains_19_2018-03-10_40-L4.eaf,551751,00:09:11:18,565751,00:09:25:18,14000,00:00:14:00,0,1,0,EASY
35,"""yes""","""no""",0,no,NA,NA,037,4,33,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,543587,00:09:03:14,557352,00:09:17:08,13765,00:00:13:19,0,1,0,EASY
35,"""can't tell""","""no""",0,yes,NA,other/unclear,009,5,34,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,"replied ""don't know"" but just made this mistake on another problem and corrected herself",CGChains_34_2018-04-03_40-L5.eaf,545228,00:09:05:05,559151,00:09:19:03,13923,00:00:13:23,1,0,1,HARDEST
35,no response,"""no""",0,yes,NA,lateral,039,3,25,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,590444,00:09:50:11,604390,00:10:04:09,13946,00:00:13:23,1,1,0,HARDEST
35,"""can't tell""","""no""",0,yes,NA,lateral,039,3,32,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,578428,00:09:38:10,592310,00:09:52:07,13882,00:00:13:22,1,1,0,HARDEST
36,no response,"""yes""",0,no,no,NA,034,3,18,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,585789,00:09:45:19,599802,00:09:59:20,14013,00:00:14:00,0,1,0,HARD
37,no response,"""no""",0,no,NA,NA,039,4,26,0,horizonal,HARD,1,38.3,38.3,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,584217,00:09:44:05,598099,00:09:58:02,13882,00:00:13:22,0,1,0,HARDEST
38,no response,"""can't tell""",0,no,yes,NA,021,1,14,1,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_14_2018-03-09_40-L1.eaf,643034,00:10:43:00,657071,00:10:57:01,14037,00:00:14:00,0,0,0,NA
38,"""yes""","""can't tell""",0,yes,NA,lateral,021,2,31,1,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_31_2018-03-30_40-L2.eaf,603881,00:10:03:22,617776,00:10:17:19,13895,00:00:13:22,1,0,0,NA
38,"""yes""","""can't tell""",0,no,no,NA,031,4,19,0,horizonal,NA_E,NA,61.8,NA,spatial,valid,looks like gesture (didn't code for first pass),CGChains_19_2018-03-10_40-L4.eaf,594121,00:09:54:03,608018,00:10:08:00,13897,00:00:13:22,0,1,0,NA
38,"""yes""","""can't tell""",0,no,NA,NA,031,4,33,0,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,585646,00:09:45:16,599587,00:09:59:14,13941,00:00:13:23,0,1,0,NA
39,no response,"""yes""",0,yes,NA,lateral,033,3,25,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,646637,00:10:46:15,660556,00:11:00:13,13919,00:00:13:22,1,1,0,EASY
39,"""no""","""yes""",0,no,NA,NA,025,2,31,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,617926,00:10:17:23,631768,00:10:31:19,13842,00:00:13:21,0,0,0,HARDEST
39,"""no""","""yes""",0,no,no,NA,035,4,19,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,608117,00:10:08:02,622117,00:10:22:02,14000,00:00:14:00,0,1,0,HARDEST
39,no response,"""yes""",0,no,NA,NA,035,4,26,0,horizonal,HARD,1,38.3,38.3,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,612378,00:10:12:09,626143,00:10:26:03,13765,00:00:13:19,0,1,0,HARDEST
40,"""can't tell""","""yes""",0,yes,NA,lateral,023,2,31,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,631995,00:10:31:24,644995,00:10:44:24,13000,00:00:13:00,1,0,0,EASY
40,"""no""","""yes""",0,no,NA,NA,033,4,26,0,horizonal,EASY,0,60.5,60.5,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,626372,00:10:26:09,641725,00:10:41:18,15353,00:00:15:08,0,1,0,EASY
1,"""yes""","""yes""",1,no,no,NA,002,3,18,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,6902,00:00:06:22,20951,00:00:20:23,14049,00:00:14:01,0,0,1,EASIEST
1,"""yes""","""yes""",1,yes,NA,lateral,002,3,25,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,9881,00:00:09:22,23799,00:00:23:19,13918,00:00:13:22,1,0,1,EASIEST
1,"""yes""","""yes""",1,yes,NA,other/unclear,002,3,32,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,looks lateral but oriented sagittally,CGChains_32_2018-04-02_40-L3.eaf,9176,00:00:09:04,23058,00:00:23:01,13882,00:00:13:22,1,0,1,EASIEST
1,"""yes""","""yes""",1,no,no,NA,012,1,14,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,12443,00:00:12:11,26532,00:00:26:13,14089,00:00:14:02,0,1,1,EASIEST
1,"""yes""","""yes""",1,no,no,NA,012,1,15,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,13378,00:00:13:09,27405,00:00:27:10,14027,00:00:14:00,0,1,1,EASIEST
1,"""yes""","""yes""",1,no,NA,NA,022,7,29,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,8285,00:00:08:07,22333,00:00:22:08,14048,00:00:14:01,0,0,0,EASIEST
1,"""yes""","""yes""",1,no,NA,NA,022,7,36,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,12819,00:00:12:20,26819,00:00:26:20,14000,00:00:14:00,0,0,0,EASIEST
1,"""yes""","""yes""",1,yes,yes,lateral,032,5,20,1,horizonal,EASY,0,61.8,61.8,spatial,valid,"might be more than one axis, but lateral is predominant",CGChains_20_2018-03-10_40-L5.eaf,4212,00:00:04:05,18212,00:00:18:05,14000,00:00:14:00,1,1,0,EASIEST
1,"""yes""","""yes""",1,yes,NA,lateral,032,5,27,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,9941,00:00:09:23,23894,00:00:23:22,13953,00:00:13:23,1,1,0,EASIEST
1,"""yes""","""yes""",1,no,no,NA,004,4,19,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,7822,00:00:07:20,21911,00:00:21:22,14089,00:00:14:02,0,0,1,HARD
1,"""yes""","""yes""",1,no,NA,NA,004,4,26,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,9882,00:00:09:22,24000,00:00:24:00,14118,00:00:14:02,0,0,1,HARD
1,"""yes""","""yes""",1,yes,no,vertical,014,2,17,1,vertical,HARD,1,41.5,41.5,spatial,valid,some visible mouth movements.,CGChains_17_2018-03-10_40-L2.eaf,8785,00:00:08:19,22856,00:00:22:21,14071,00:00:14:01,1,1,1,HARD
1,"""yes""","""yes""",1,yes,NA,vertical,014,2,31,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,9543,00:00:09:13,23470,00:00:23:11,13927,00:00:13:23,1,1,1,HARD
2,"""no""","""no""",1,no,no,NA,006,4,19,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,subtle gesture (not coded),CGChains_19_2018-03-10_40-L4.eaf,21962,00:00:21:24,35985,00:00:35:24,14023,00:00:14:00,0,0,1,EASIEST
2,"""no""","""no""",1,no,NA,NA,006,4,26,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,24290,00:00:24:07,38054,00:00:38:01,13764,00:00:13:19,0,0,1,EASIEST
2,"""no""","""no""",1,no,NA,NA,006,4,33,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,24360,00:00:24:09,38160,00:00:38:04,13800,00:00:13:20,0,0,1,EASIEST
2,"""no""","""no""",1,yes,no,vertical,016,2,17,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_17_2018-03-10_40-L2.eaf,22914,00:00:22:22,36999,00:00:36:24,14085,00:00:14:02,1,1,1,EASIEST
2,"""no""","""no""",1,no,NA,NA,016,2,24,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,25043,00:00:25:01,39070,00:00:39:01,14027,00:00:14:00,0,1,1,EASIEST
2,"""no""","""no""",1,yes,NA,vertical,016,2,31,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,23525,00:00:23:13,37456,00:00:37:11,13931,00:00:13:23,1,1,1,EASIEST
2,"""no""","""no""",1,yes,NA,lateral,026,8,23,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,25223,00:00:25:05,39119,00:00:39:02,13896,00:00:13:22,1,0,0,EASIEST
2,"""no""","""no""",1,no,NA,NA,026,8,30,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,22960,00:00:22:24,36800,00:00:36:20,13840,00:00:13:21,0,0,0,EASIEST
2,"""no""","""no""",1,no,NA,NA,026,8,37,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,25666,00:00:25:16,39476,00:00:39:11,13810,00:00:13:20,0,0,0,EASIEST
2,"""no""","""no""",1,yes,no,lateral,036,6,21,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,23816,00:00:23:20,37877,00:00:37:21,14061,00:00:14:01,1,1,0,EASIEST
